type,clientName,clientNameEn,code,description,exchange,full_name,name,securityName,stockNo,createdAt,updatedAt,marketCapPrev,sharesOutstanding,sort,symbol_ref,lastDateSyncIDS
s,Công ty Cổ phần SCI E&C,SCI E&C Joint Stock Company,SCI,CTCP SCI E&C,HNX,SCI,SCI,,hnx:72659,2022-02-18T12:28:40.962Z,2023-10-04T01:30:02.097Z,360819827400.0,25409847.0,,,
s,Công ty Cổ phần SAMETEL,SAMETEL Corporation,SMT,CTCP Sametel,HNX,SMT,SMT,,hnx:9504,2022-02-18T12:28:40.968Z,2023-10-04T01:30:02.474Z,34444821600.0,5467432.0,,,
s,Công ty Cổ phần PVI,PVI Holdings,PVI,CTCP PVI,HNX,PVI,PVI,,hnx:2624,2022-02-18T12:28:40.954Z,2023-10-04T01:30:01.918Z,10634580761800.0,234241867.0,,,
s,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Steel Structure Manufacture Joint Stock Company,SSM,C.tạo kết cấu thép,HNX,SSM,SSM,,hnx:5425,2022-02-18T12:28:40.951Z,2023-10-04T01:30:01.718Z,29684862000.0,4947477.0,,,
s,Công ty Cổ phần Sadico Cần Thơ,Can Tho Sadico Joint Stock Corporation,SDG,SADICO Cần Thơ,HNX,SDG,SDG,,hnx:8065,2022-02-18T12:28:40.963Z,2023-10-04T01:30:02.168Z,196715941800.0,10139997.0,,,
s,Công ty Cổ phần Khách sạn Sài Gòn,Saigon Hotel Corporation,SGH,Khách sạn Sài Gòn,HNX,SGH,SGH,,hnx:6944,2022-02-18T12:28:40.965Z,2023-10-04T01:30:02.292Z,333830700000.0,12364100.0,,,
s,Công ty Cổ phần Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,SJ1,N.nghiệp Hùng Hậu,HNX,SJ1,SJ1,,hnx:6444,2022-02-18T12:28:40.968Z,2023-10-04T01:30:02.413Z,279461313600.0,23484144.0,,,
s,Công ty Cổ phần Tập đoàn MBG,MBG Group Joint Stock Company,MBG,ĐTPT XD T.mại VN,HNX,MBG,MBG,,hnx:74019,2022-02-18T12:28:40.972Z,2023-10-04T01:30:02.619Z,516939722000.0,120218540.0,,,
s,Công ty Cổ phần VIMECO,Vimeco Joint Stock Company,VMC,CTCP VIMECO,HNX,VMC,VMC,,hnx:1083,2022-02-18T12:28:40.974Z,2023-10-04T01:30:02.652Z,203036080200.0,21599583.0,,,
s,Công ty Cổ phần In và Bao bì Mỹ Châu,My Chau Printing And Packaging Corporation,MCP,Bao bì Mỹ Châu,HOSE,MCP,MCP,,hose:2019,2022-02-18T12:28:40.948Z,2023-10-04T01:30:01.607Z,511788910000.0,15052615.0,,,
s,Công ty Cổ phần Đầu tư MST,MST Investment Joint Stock Company,MST,Đầu tư MST,HNX,MST,MST,,hnx:74539,2022-02-18T12:28:40.949Z,2023-10-04T01:30:01.689Z,334418924400.0,76004301.0,,,
s,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Saigon Machinery Spare Parts Joint Stock Company,SMA,T.bị phụ tùng SG,HOSE,SMA,SMA,,hose:2935,2022-02-18T12:28:40.968Z,2023-10-04T01:30:02.453Z,170353237320.0,20352836.0,,,
s,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,PetroVietnam Coating Joint Stock Company,PVB,Bọc Ống D.khí VN,HNX,PVB,PVB,,hnx:72460,2022-02-18T12:28:40.954Z,2023-10-04T01:30:01.857Z,397439963200.0,21599998.0,,,
s,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Educational Book Joint Stock Company in Ho Chi Minh City,SGD,Sách Giáo dục HCM,HNX,SGD,SGD,,hnx:1682,2022-02-18T12:28:40.965Z,2023-10-04T01:30:02.276Z,77625600000.0,4043000.0,,,
s,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Sai Gon - Ha Noi Securities Joint Stock Company,SHS,Chứng khoán SG HN,HNX,SHS,SHS,,hnx:6604,2022-02-18T12:28:40.967Z,2023-10-04T01:30:02.395Z,12929192293200.0,813156748.0,,,
s,Công ty Cổ phần Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,TRC,Cao su Tây Ninh,HOSE,TRC,TRC,,hose:3480,2022-02-18T12:28:40.970Z,2023-10-04T01:30:02.521Z,929087500000.0,29125000.0,,,
s,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Hanoi Textbooks Printing Joint Stock Company,TPH,Sách giáo khoa HN,HNX,TPH,TPH,,hnx:1341,2022-02-18T12:28:40.970Z,2023-10-04T01:30:02.505Z,24523024500.0,2095985.0,,,
s,Công ty Cổ phần Sông Ba,Song Ba Joint Stock Company,SBA,CTCP Sông Ba,HOSE,SBA,SBA,,hose:2932,2022-02-18T12:28:40.961Z,2023-10-04T01:30:02.045Z,1412400894350.0,60488261.0,,,
s,Công ty Cổ phần Mía đường Sơn La,Son La Sugar Joint Stock Company,SLS,Mía đường Sơn La,HNX,SLS,SLS,,hnx:19696,2022-02-18T12:28:40.968Z,2023-10-04T01:30:02.432Z,2000494363500.0,9791945.0,,,
s,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company,TTT,T.mại Tây Ninh,HNX,TTT,TTT,,hnx:76081,2022-02-18T12:28:40.971Z,2023-10-04T01:30:02.568Z,154473098000.0,4570210.0,,,
s,Công ty Cổ phần Phát triển Hàng Hải,Vietnam Maritime Development Joint Stock Company,VMS,P.triển Hàng hải,HNX,VMS,VMS,,hnx:73820,2022-02-18T12:28:40.974Z,2023-10-04T01:30:02.668Z,292499935000.0,8999998.0,,,
s,Công ty Cổ phần Dược Thú Y Cai Lậy,Cai Lay Veterinary Pharmaceutical Joint Stock Company,MKV,Dược thú y Cai Lậy,HNX,MKV,MKV,,hnx:5564,2022-02-18T12:28:40.949Z,2023-10-04T01:30:01.672Z,49000000000.0,5000000.0,,,
s,Công ty Cổ phần Xây dựng số 5,Construction Joint Stock Company No 5,SC5,CTCP Xây dựng số 5,HOSE,SC5,SC5,,hose:2919,2022-02-18T12:28:40.961Z,2023-10-04T01:30:02.061Z,284686481000.0,14983499.0,,,
s,Công ty Cổ phần Sông Đà 6,Song Da Joint Stock Company No 6,SD6,CTCP Sông Đà 6,HNX,SD6,SD6,,hnx:1561,2022-02-18T12:28:40.963Z,2023-10-04T01:30:02.115Z,114746316300.0,34771611.0,,,
s,Công ty Cổ phần Thủy điện Miền Nam,Southern Hydropower Joint Stock Company,SHP,Th.điện Miền Nam,HOSE,SHP,SHP,,hose:2941,2022-02-18T12:28:40.967Z,2023-10-04T01:30:02.345Z,2995708019200.0,101206352.0,,,
s,Công ty Cổ phần Trang,Trang Corporation,TFC,CTCP Trang,HNX,TFC,TFC,,hnx:74021,2022-02-18T12:28:40.978Z,2023-10-04T01:30:03.051Z,117809958000.0,16829994.0,,,
s,"Công ty Cổ phần Nhựa, Bao bì Vinh",Vinh Plastic and Bags Joint Stock Company,VBC,Nhựa - Bao bì Vinh,HNX,VBC,VBC,,hnx:8384,2022-02-18T12:28:40.976Z,2023-10-04T01:30:02.809Z,134999280000.0,7499960.0,,,
s,Công ty Cổ phần Thủy điện Thác Mơ,Thac Mo Hydropower Joint Stock Company,TMP,Th.điện Thác Mơ,HOSE,TMP,TMP,,hose:3487,2022-02-18T12:28:40.980Z,2023-10-04T01:30:03.306Z,4053000000000.0,70000000.0,,,
s,Công ty Cổ phần Thực phẩm Lâm Đồng,Lam Dong Foodstuffs Joint Stock Company,VDL,Th.phẩm Lâm Đồng,HNX,VDL,VDL,,hnx:2864,2022-02-18T12:28:40.977Z,2023-10-04T01:30:02.938Z,190542950000.0,14657150.0,,,
s,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Tanky Construction Real Estate Trading Corporation,TKC,Địa ốc Tân Kỷ,HNX,TKC,TKC,,hnx:7844,2022-02-18T12:28:40.980Z,2023-10-04T01:30:03.212Z,18029654400.0,15024712.0,,,
s,Công ty Cổ phần Chứng khoán Phố Wall,Wall Street Securities Company,WSS,CK Phố Wall,HNX,WSS,WSS,,hnx:7984,2022-02-18T12:28:40.989Z,2023-10-04T01:30:03.659Z,321920000000.0,50300000.0,,,
i,,,HNX30,,HNX,HNX30,HNX30,,,2022-02-18T12:28:41.004Z,2022-02-18T12:28:41.004Z,,,4.0,,
i,,,VN100,,HOSE,VN100,VN100,,,2022-02-18T12:28:41.004Z,2022-02-18T12:28:41.004Z,,,,,
s,Công ty Cổ phần Đại lý Vận tải SAFI,Sea And Air Freight International,SFI,,HOSE,SFI,SFI,CTCP DAI LY VAN TAI SAFI,hose:2918,2022-02-18T12:28:41.132Z,2023-10-04T01:30:04.813Z,702335881200.0,22086034.0,,,
s,Công ty Cổ phần Dược phẩm Phong Phú,Phong Phu Pharmaceutical Joint Stock Company,PPP,,HNX,PPP,PPP,,hnx:16896,2022-02-18T12:28:41.145Z,2023-10-04T01:30:05.497Z,132879864100.0,8799991.0,,,
s,Công ty Cổ phần Xây dựng điện VNECO 3,VNECO 3 Electricity Construction Joint Stock Company,VE3,,HNX,VE3,VE3,,hnx:10050,2022-02-18T12:28:41.145Z,2023-10-04T01:30:05.519Z,12537245000.0,1319710.0,,,
s,Công ty Cổ phần Lilama 69-1,Lilama 69-1 Joint Stock Company,L61,,HNX,L61,L61,,hnx:5264,2022-02-18T12:28:41.148Z,2023-10-04T01:30:05.858Z,38638620000.0,7576200.0,,,
s,Công ty Cổ phần Điện cơ Hải Phòng,Hai Phong Electrical Mechanical Joint Stock Company,DHP,,HNX,DHP,DHP,,hnx:20856,2022-02-18T12:28:41.149Z,2023-10-04T01:30:06.047Z,94922000000.0,9492200.0,,,
s,Công ty Cổ phần SIMCO Sông Đà,SIMCO Song Da Joint Stock Company,SDA,,HNX,SDA,SDA,,hnx:1403,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.783Z,165097737000.0,26205990.0,,,
s,Công ty Cổ phần Cảng Đoạn Xá,Doan Xa Port Joint Stock Company,DXP,,HNX,DXP,DXP,,hnx:81,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.880Z,736902434100.0,59910767.0,,,
s,Công ty cổ phần Tập đoàn Real Tech,Real Tech Group Joint Stock Company,KSF,,HNX,KSF,KSF,,hnx:80521,2022-02-18T12:28:41.154Z,2023-10-04T01:30:07.195Z,12000000000000.0,300000000.0,,,
b,,,GLH121026,,HNX,GLH121026,GLH121026,,hnx:80601,2022-02-18T12:28:41.178Z,2022-04-20T10:50:21.808Z,,,,,
s,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,ELCOM Technology Communications Corporation,ELC,,HOSE,ELC,ELC,CTCP DTPT CNDT VIEN THONG,hose:793,2022-04-07T03:00:04.674Z,2023-10-04T01:30:07.843Z,1340157620400.0,58778843.0,,,
s,Công ty Cổ phần Everpia,Everpia Joint Stock Company,EVE,,HOSE,EVE,EVE,CTCP EVERPIA VIET NAM,hose:794,2022-04-07T03:00:04.674Z,2023-10-04T01:30:07.859Z,654884458800.0,41979773.0,,,
s,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Viet Phat Import Export Trading Investment Joint Stock Company,VPG,,HOSE,VPG,VPG,CTCP DT TM XNK VIET PHAT,hose:3857,2022-04-07T03:00:04.683Z,2023-10-04T01:30:08.544Z,1473623742500.0,84207071.0,,,
s,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Petrolimex Joint Stock Tanker Company,PJT,,HOSE,PJT,PJT,CTCP VTXD DT PETROLIMEX,hose:2550,2022-04-07T03:00:04.683Z,2023-10-04T01:30:08.682Z,236167349250.0,23040717.0,,,
s,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Dat Xanh Real Estate Services Joint Stock Company,DXS,,HOSE,DXS,DXS,CTCP DICH VU BAT DONG SAN,hose:3982,2022-04-07T03:00:04.697Z,2023-10-04T01:30:09.150Z,3792634295490.0,453122377.0,,,
s,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Taicera Enterprise Company,TCR,,HOSE,TCR,TCR,CTCP CN GOM SU TAICERA,hose:3479,2022-04-07T03:00:04.718Z,2023-10-04T01:30:09.684Z,157625242740.0,45425142.0,,,
s,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Vietnam Bank For Industry And Trade Securities Joint Stock Company,CTS,,HOSE,CTS,CTS,CTCP CK NH CONG THUONG VN,hose:607,2022-04-07T03:00:04.711Z,2023-10-04T01:30:09.711Z,3918280546150.0,148701349.0,,,
s,Công ty Cổ phần Hàng không Vietjet,VietJet Aviation Joint Stock Company,VJC,,HOSE,VJC,VJC,CTCP HANG KHONG VIETJET,hose:3847,2022-04-07T03:00:04.689Z,2023-10-04T01:30:10.299Z,53023749598600.0,541611334.0,,,
s,Công ty Cổ phần Gemadept,Gemadept Corporation,GMD,,HOSE,GMD,GMD,CTCP DAI LY LH VAN CHUYEN,hose:1146,2022-04-07T03:00:04.696Z,2023-10-04T01:30:11.764Z,19118659812500.0,305898557.0,,,
s,Công ty Cổ phần Cát Lợi,Cat Loi Joint Stock Company,CLC,,HOSE,CLC,CLC,CTCP CAT LOI,hose:575,2022-04-07T03:00:04.718Z,2023-10-04T01:30:12.100Z,904161613500.0,26207583.0,,,
s,Công ty Cổ phần Vật tư Xăng dầu,Materials - Petroleum Joint Stock Company,COM,,HOSE,COM,COM,CTCP VAT TU XANG DAU,hose:574,2022-04-07T03:00:04.721Z,2023-10-04T01:30:12.498Z,451860096000.0,14120628.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,HTI,,HOSE,HTI,HTI,CTCP DTPT HA TANG IDICO,hose:1373,2022-04-07T03:00:04.741Z,2023-10-04T01:30:12.664Z,422888940000.0,24949200.0,,,
s,Công ty Cổ phần Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company,FMC,,HOSE,FMC,FMC,CTCP THUC PHAM SAO TA,hose:973,2022-04-07T03:00:04.728Z,2023-10-04T01:30:12.762Z,3243288894400.0,65388889.0,,,
s,Công ty Cổ phần Pin Ắc quy Miền Nam,Dry Cell and Storage Battery JointStock Company,PAC,,HOSE,PAC,PAC,CTCP PIN AC QUY MIEN NAM,hose:2549,2022-04-07T03:00:04.731Z,2023-10-04T01:30:13.300Z,1298884210650.0,46471707.0,,,
s,Công ty Cổ phần Container Việt Nam,Viet Nam Container Shipping Joint Stock Company,VSC,,HOSE,VSC,VSC,CTCP CONTAINER VIET NAM,hose:3816,2022-04-07T03:00:04.737Z,2023-10-04T01:30:13.436Z,3648370808700.0,133395642.0,,,
s,Công ty Cổ phần Tập đoàn Hà Đô,Ha Do Joint Stock Company,HDG,,HOSE,HDG,HDG,CTCP HA DO,hose:1369,2022-04-07T03:00:04.738Z,2023-10-04T01:30:13.527Z,8224859022900.0,305756841.0,,,
s,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Hoang Huy Investment Services Joint Stock Company,HHS,,HOSE,HHS,HHS,CTCP DT-DV HOANG HUY,hose:1378,2022-04-07T03:00:04.743Z,2023-10-04T01:30:13.725Z,2062134635220.0,347160713.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Vien Dong Investment Development Trading Corporation,VID,,HOSE,VID,VID,CTCP GIAY VIEN DONG,hose:3808,2022-04-07T03:00:04.729Z,2023-10-04T01:30:13.744Z,222556576050.0,40836069.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Hong Ha Food Investment Development Joint Stock Company,HSL,,HOSE,HSL,HSL,CTCP CBNS HONG HA SON LA,hose:28,2022-04-07T03:00:04.733Z,2023-10-04T01:30:13.798Z,326943613920.0,35383508.0,,,
s,Công ty Cổ phần Chứng khoán BIDV,BIDV Joint Stock Securities Company,BSI,,HOSE,BSI,BSI,CTCP CHUNG KHOAN NGAN HAN,hose:214,2022-04-07T03:00:04.736Z,2023-10-04T01:30:13.937Z,7474152405650.0,202277467.0,,,
s,Công ty Cổ phần Đầu tư Tài sản KOJI,KOJI Asset Investment Joint Stock Company,KPF,,HOSE,KPF,KPF,CTCP TV DA QT KPF,hose:1738,2022-04-07T03:00:04.737Z,2023-10-04T01:30:14.065Z,362768756360.0,60867241.0,,,
s,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Ba Ria - Vung Tau House Development Joint Stock Company,HDC,,HOSE,HDC,HDC,CTCP PT NHA BA RIA-V.TAU,hose:1348,2022-04-07T03:00:04.729Z,2023-10-04T01:30:14.705Z,3897775816850.0,135104881.0,,,
s,Công ty Cổ phần Nam Việt,Nam Viet Corporation,ANV,,HOSE,ANV,ANV,CT CP NAM VIET,hose:5,2022-04-07T03:00:04.737Z,2023-10-04T01:30:15.272Z,5045546462500.0,133127875.0,,,
s,Công ty Cổ phần Thông Quảng Ninh,Quang Ninh Pine Joint Stock Company,TQN,,UPCOM,TQN,TQN,,upcom:75641,2022-05-05T06:56:56.184Z,2023-10-04T01:30:15.740Z,92519486000.0,3599980.0,,,
s,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Petrolimex Construction 1 Joint Stock Company Group,PCC,,UPCOM,PCC,PCC,,upcom:76659,2022-05-05T06:56:56.192Z,2023-10-04T01:30:16.192Z,211623000000.0,11500000.0,,,
s,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,Dak Lak Pharmaceutical Medical Equipment Joint Stock Company,DBM,,UPCOM,DBM,DBM,,upcom:54384,2022-05-05T06:56:56.200Z,2023-10-04T01:30:16.496Z,61159896000.0,1941584.0,,,
s,Công ty Cổ phần Viễn thông FPT,FPT Telecom,FOX,,UPCOM,FOX,FOX,,upcom:75487,2022-05-05T06:56:56.212Z,2023-10-04T01:30:16.795Z,22275539276534.0,328339538.0,,,
s,Công ty Cổ phần Cơ khí Phổ Yên,Pho Yen Mechanical Joint Stock Company,FBC,,UPCOM,FBC,FBC,,upcom:76621,2022-05-05T06:56:56.204Z,2023-10-04T01:30:17.366Z,13690000000.0,3700000.0,,,
s,Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Vimico - Cao Bang Bang Giang Travel And Trading Joint Stock Company,BCV,,UPCOM,BCV,BCV,,upcom:79901,2022-05-05T06:56:56.210Z,2023-10-04T01:30:17.596Z,38700000000.0,1800000.0,,,
s,Công ty Cổ phần Thủy điện Định Bình,Dinh Binh Hydropower Joint Stock Company,TDB,,UPCOM,TDB,TDB,,upcom:76284,2022-05-05T06:56:56.243Z,2023-10-04T01:30:17.691Z,307415190000.0,8230000.0,,,
s,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,Construction Materials and Interior Decoration Joint Stock Company,CMD,,UPCOM,CMD,CMD,,upcom:78523,2022-05-05T06:56:56.237Z,2023-10-04T01:30:17.909Z,196383660000.0,11220000.0,,,
s,Công ty Cổ phần Tập đoàn Quốc tế FBA,FBA International Group,FBA,,UPCOM,FBA,FBA,,upcom:64996,2022-05-05T06:56:56.224Z,2023-10-04T01:30:17.976Z,3073410000.0,3414900.0,,,
s,Công ty Cổ phần Gạch Ngói Từ Sơn,Tu Son Brick Tile Joint Stock Company,VTS,,UPCOM,VTS,VTS,,upcom:621,2022-05-05T06:56:56.226Z,2023-10-04T01:30:17.995Z,25800000000.0,2000000.0,,,
s,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Saigon Co.op Investment Development Joint Stock Company,SID,,UPCOM,SID,SID,,upcom:75500,2022-05-05T06:56:56.209Z,2023-10-04T01:30:18.078Z,1328600000000.0,100000000.0,,,
s,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,29 Investment Construction And Engineering Joint Stcock Company,E29,,UPCOM,E29,E29,,upcom:78842,2022-05-05T06:56:56.219Z,2023-10-04T01:30:18.175Z,23000000000.0,5000000.0,,,
s,Công ty Cổ phần Vinaconex 39,Vinaconex 39 Joint Stock Company,PVV,,UPCOM,PVV,PVV,,upcom:12932,2022-05-05T06:56:56.208Z,2023-10-04T01:30:18.495Z,48000000000.0,30000000.0,,,
s,Công ty Cổ phần Xi măng Yên Bình,Yen Binh Cement Joint Stock Company,VCX,,UPCOM,VCX,VCX,,upcom:72559,2022-05-05T06:56:56.239Z,2023-10-04T01:30:18.586Z,108773000000.0,26530000.0,,,
s,Công ty Cổ phần Đầu tư Xây dựng số 5,No.5 Construction Investment Joint Stock Company,CI5,,UPCOM,CI5,CI5,,upcom:65096,2022-05-05T06:56:56.228Z,2023-10-04T01:30:18.953Z,21599376000.0,2699922.0,,,
s,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,CNN,,UPCOM,CNN,CNN,,upcom:74660,2022-05-05T06:56:56.275Z,2023-10-04T01:30:19.254Z,371360000000.0,8800000.0,,,
s,Công ty Cổ phần Cảng Chân Mây,ChanMay Port Joint Stock Company,CMP,,UPCOM,CMP,CMP,,upcom:74279,2022-05-05T06:56:56.333Z,2023-10-04T01:30:19.656Z,262483861500.0,32405415.0,,,
s,Công ty Cổ phần Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,TNC,Cao su Thống Nhất,HOSE,TNC,TNC,,hose:3481,2022-02-18T12:28:40.981Z,2023-10-04T01:30:03.345Z,1268575000000.0,19250000.0,,,
s,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Vietnam Ocean Shipping Agency Corporation,VSA,Đại lý Hàng hải VN,HNX,VSA,VSA,,hnx:74104,2022-02-18T12:28:40.983Z,2023-10-04T01:30:03.542Z,297435854600.0,14096486.0,,,
s,Công ty Cổ phần Pin Hà Nội,Hanoi Battery Joint Stock Company,PHN,Pin Hà Nội,HNX,PHN,PHN,,hnx:78199,2022-02-18T12:28:41.001Z,2023-10-04T01:30:04.041Z,287254875600.0,7253911.0,,,
i,,,VNIT,,HOSE,VNIT,VNIT,,,2022-02-18T12:28:41.005Z,2022-02-18T12:28:41.005Z,,,,,
s,Công ty Cổ phần Thaiholdings,Thaiholdings Joint Stock Company,THD,THAIHOLDINGS,HNX,THD,THD,,hnx:79421,2022-02-18T12:28:41.011Z,2023-10-04T01:30:04.170Z,13513499017200.0,384999972.0,,,
b,,,CII121006,,HNX,CII121006,CII121006,,hnx:80321,2022-02-18T12:28:41.126Z,2022-04-20T10:49:15.429Z,,,,,
s,Công ty Cổ phần Đại Thiên Lộc,Dai Thien Loc Corporation,DTL,,HOSE,DTL,DTL,CTCP DAI THIEN LOC,hose:648,2022-02-18T12:28:41.131Z,2023-10-04T01:30:04.773Z,1273250664000.0,60630984.0,,,
s,Công ty Cổ phần Tập đoàn ASG,ASG Corporation,ASG,,HOSE,ASG,ASG,CTCP TAP DOAN ASG,hose:354,2022-02-18T12:28:41.133Z,2023-10-04T01:30:04.866Z,1736256798450.0,75653891.0,,,
s,Công ty Cổ phần CMC,CMC Joint Stock Company,CVT,,HOSE,CVT,CVT,CTCP CMC,hose:608,2022-02-18T12:28:41.143Z,2023-10-04T01:30:05.054Z,1337382831150.0,36690887.0,,,
s,Công ty Cổ phần Nhiệt Điện Ninh Bình,Ninh Binh Thermal Power Joint-Stock Company,NBP,,HNX,NBP,NBP,,hnx:6844,2022-02-18T12:28:41.144Z,2023-10-04T01:30:05.183Z,190409400000.0,12865500.0,,,
s,Công ty Cổ phần Lilama 69 - 2,LILAMA 69 - 2 Joint Stock Company,L62,,HNX,L62,L62,,hnx:4125,2022-02-18T12:28:41.146Z,2023-10-04T01:30:05.734Z,29043850500.0,8298243.0,,,
s,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Petrovietnam Chemical and Services Corporation,PVC,,HNX,PVC,PVC,,hnx:3004,2022-02-18T12:28:41.149Z,2023-10-04T01:30:06.000Z,800000000000.0,50000000.0,,,
s,Công ty Cổ phần Đầu tư và Xây dựng số 18,Construction and Investment Joint Stock Company No18,L18,,HNX,L18,L18,,hnx:4184,2022-02-18T12:28:41.152Z,2023-10-04T01:30:06.949Z,1257845424000.0,38116528.0,,,
s,Công ty Cổ phần Viglacera Đông Triều,Dong Trieu Viglacera Joint Stock Company,DTC,,HNX,DTC,DTC,,hnx:71837,2022-02-18T12:28:41.177Z,2023-10-04T01:30:07.355Z,53000000000.0,10000000.0,,,
s,Công ty Cổ phần Transimex Logistics,Transimex Logistics Corporation,TOT,,HNX,TOT,TOT,,hnx:76282,2022-02-18T12:31:08.578Z,2023-10-04T01:30:07.773Z,90062841400.0,6044486.0,,,
i,,,VNFINLEAD,,HOSE,VNFINLEAD,VNFINLEAD,,,2022-03-21T01:15:00.076Z,2022-03-21T01:15:00.076Z,,,,,
s,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Viet Nam Rubber Group - Joint Stock Company,GVR,,HOSE,GVR,GVR,TD CN CAO SU VN -  CTCP,hose:233,2022-04-07T03:00:04.683Z,2023-10-04T01:30:08.174Z,76000000000000.0,4000000000.0,,,
s,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Duc Long Gia Lai Group Joint Stock Company,DLG,,HOSE,DLG,DLG,CTCP TD DUC LONG GIA LAI,hose:649,2022-04-07T03:00:04.683Z,2023-10-04T01:30:08.189Z,751267397200.0,299309720.0,,,
s,Công ty Cổ phần Hưng Thịnh Incons,Hung Thinh Incons Joint Stock Company,HTN,,HOSE,HTN,HTN,CTCP HUNG THINH INCONS,hose:58,2022-04-07T03:00:04.681Z,2023-10-04T01:30:08.435Z,1363481088300.0,89116411.0,,,
s,Tổng Công ty Viglacera - Công ty Cổ phần,Viglacera Corporation,VGC,,HOSE,VGC,VGC,TCT VIGLACERA - CTCP,hose:72,2022-04-07T03:00:04.676Z,2023-10-04T01:30:08.792Z,20556847500000.0,448350000.0,,,
e,Quỹ ETF KIM GROWTH VN30,KIM GROWTH VN30 ETF,FUEKIV30,,HOSE,FUEKIV30,FUEKIV30,QUY ETF KIM GROWTH VN30,hose:4369,2022-04-07T03:00:04.686Z,2023-10-04T01:30:09.022Z,590685000000.0,79500000.0,,,
s,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Quang Binh Import And Export Joint Stock Company,QBS,,HOSE,QBS,QBS,CTCP XUAT NHAP KHAU QUANG,hose:2698,2022-04-07T03:00:04.687Z,2023-10-04T01:30:09.097Z,169858323600.0,69329928.0,,,
s,Công ty Cổ phần Halcom Vietnam,Halcom Vietnam Joint Stock Company,HID,,HOSE,HID,HID,CTCP DT & TV HA LONG,hose:1383,2022-04-07T03:00:04.702Z,2023-10-04T01:30:09.171Z,244085100780.0,76756321.0,,,
s,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,PSH,,HOSE,PSH,PSH,CTCP TMDT DK NAM SONG HAU,hose:288,2022-04-07T03:00:04.719Z,2023-10-04T01:30:09.310Z,1387867580000.0,126169780.0,,,
s,Công ty Cổ phần Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,TPC,,HOSE,TPC,TPC,CTCP NHUA TAN DAI HUNG,hose:3484,2022-04-07T03:00:04.712Z,2023-10-04T01:30:10.393Z,124969105800.0,22516956.0,,,
s,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,Petro Viet Nam Low Pressure Gas Distribution Joint Stock Company,PGD,,HOSE,PGD,PGD,CTCP PP KHI THAP AP DAU,hose:2560,2022-04-07T03:00:04.687Z,2023-10-04T01:30:10.492Z,3761897818000.0,98997311.0,,,
